pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
Slider,2023-05-20,81.7,2.72,6.14,"Schmitt, Casey",669477,666129,No event,foul,NA,NA,NA,NA,8,Casey Schmitt lines out to left fielder Bryan De La Cruz.,R,R,Left,SF,MIA,Strike,NA,,0,1,2023,-0.68,-0.12,0.17,2.03,NA,NA,664774,1,2,Bot,NA,NA,NA,NA,663743,NA,NA,-4.44996078147875,-119.110623612459,-2.59075463975474,-5.90986635763217,18.1462217359141,-33.1315480884915,3.47,1.59,161,62.7,39,82.8,2097,6.5,718103,666129,663743,643265,650333,542932,621563,650559,669364,641658,54.01,NA,NA,NA,NA,NA,NA,NA,15,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,320,0,-0.066
Curveball,2023-05-20,76.4,2.61,6.33,"Schmitt, Casey",669477,666129,No event,called_strike,NA,NA,NA,NA,3,Casey Schmitt lines out to left fielder Bryan De La Cruz.,R,R,Left,SF,MIA,Strike,NA,,0,0,2023,-0.52,-0.4,0.35,3.18,NA,NA,664774,1,2,Bot,NA,NA,NA,NA,663743,NA,NA,-3.83474235397876,-111.408933637802,0.972976379372616,-3.85142393074092,16.5192840906084,-35.851559572392,3.12,1.48,NA,NA,NA,77.1,1994,6.3,718103,666129,663743,643265,650333,542932,621563,650559,669364,641658,54.21,NA,NA,NA,NA,NA,NA,NA,15,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,325,0,-0.051
4-Seam,2023-05-20,96.2,2.95,5.29,"Schmitt, Casey",669477,656945,Field out,hit_into_play,NA,NA,NA,NA,8,"Casey Schmitt grounds out sharply, second baseman Luis Arraez to first baseman Garrett Cooper.",R,R,Left,SF,MIA,X,4,ground_ball,0,2,2023,0.1,1.09,0.08,2.08,NA,NA,NA,1,8,Bot,143.57,149.05,NA,NA,663743,NA,NA,-7.85736270596148,-139.943967861898,-5.50858428919438,2.78361519834225,26.0135096321216,-16.7639792382925,3.47,1.59,15,100.6,-7,97.2,2521,6.5,718103,656945,663743,643265,650333,542932,621563,650559,641658,680814,54.03,0.234,0.211,0,1,0,0,2,56,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,157,-0.046,-0.104
4-Seam,2023-05-20,95.5,2.98,5.36,"Schmitt, Casey",669477,656945,No event,foul,NA,NA,NA,NA,4,"Casey Schmitt grounds out sharply, second baseman Luis Arraez to first baseman Garrett Cooper.",R,R,Left,SF,MIA,Strike,NA,,0,2,2023,-0.1,1.07,-0.49,2.78,NA,NA,NA,1,8,Bot,NA,NA,NA,NA,663743,NA,NA,-8.94084293295082,-138.959099640212,-3.6364243046846,0.439084529541085,26.6952311319694,-17.6318748812732,3.47,1.59,196,68.1,33,96.2,2620,6.4,718103,656945,663743,643265,650333,542932,621563,650559,641658,680814,54.14,NA,NA,NA,NA,NA,NA,NA,56,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,158,0,0
Slider,2023-05-20,87.6,2.93,5.2,"Schmitt, Casey",669477,656945,No event,foul,NA,NA,NA,NA,13,"Casey Schmitt grounds out sharply, second baseman Luis Arraez to first baseman Garrett Cooper.",R,R,Left,SF,MIA,Strike,NA,,0,1,2023,-0.66,0.11,-1.71,1.61,NA,NA,NA,1,8,Bot,NA,NA,NA,NA,663743,NA,NA,-9.87370396675827,-127.418795707687,-2.84739250570795,-5.42457123251011,23.1511393012038,-30.63109720853,3.47,1.59,5,79,-20,88.3,2660,6.5,718103,656945,663743,643265,650333,542932,621563,650559,641658,680814,54.02,NA,NA,NA,NA,NA,NA,NA,56,2,Slider,0,1,0,1,1,0,0,1,Standard,Standard,294,0,-0.037
Slider,2023-05-20,89.4,3,5.22,"Schmitt, Casey",669477,656945,No event,swinging_strike,NA,NA,NA,NA,13,"Casey Schmitt grounds out sharply, second baseman Luis Arraez to first baseman Garrett Cooper.",R,R,Left,SF,MIA,Strike,NA,,0,0,2023,-0.44,-0.06,-1.17,1.4,NA,NA,NA,1,8,Bot,NA,NA,NA,NA,663743,NA,NA,-9.39413989004034,-130.099738707641,-3.37082731041723,-3.39585687491647,22.7657401737889,-32.4401322199561,3.47,1.59,NA,NA,NA,90.2,2611,6.4,718103,656945,663743,643265,650333,542932,621563,650559,641658,680814,54.07,NA,NA,NA,NA,NA,NA,NA,56,1,Slider,0,1,0,1,1,0,0,1,Standard,Standard,254,0,-0.027
4-Seam,2023-05-19,98.1,-2.05,6.13,"Schmitt, Casey",669477,645261,Single,hit_into_play,NA,NA,NA,NA,1,Casey Schmitt singles on a line drive to left fielder Bryan De La Cruz.   Mitch Haniger scores.    Mike Yastrzemski to 3rd.,R,R,Right,SF,MIA,X,7,line_drive,0,2,2023,-0.88,1.11,-0.46,2.94,NA,571745,573262,2,6,Bot,80.07,106.53,NA,NA,607732,NA,NA,6.28822504886631,-142.580006938195,-5.62855092645286,-13.4636915613617,34.9420942831144,-15.922792398961,3.47,1.59,150,99.5,8,97.2,2221,6,718105,645261,607732,643265,650333,516416,621563,650559,641658,680814,54.5,0.583,0.53,0.9,1,1,0,4,51,3,4-Seam Fastball,3,2,3,2,2,4,4,2,Standard,Standard,234,0.112,1.038
Slider,2023-05-19,88.7,-2.05,6,"Schmitt, Casey",669477,645261,No event,swinging_strike,NA,NA,NA,NA,9,Casey Schmitt singles on a line drive to left fielder Bryan De La Cruz.   Mitch Haniger scores.    Mike Yastrzemski to 3rd.,R,R,Right,SF,MIA,Strike,NA,,0,1,2023,0.11,0.23,0.5,1.48,NA,571745,573262,2,6,Bot,NA,NA,NA,NA,607732,NA,NA,5.98513077996883,-129.17407202351,-5.54059548454098,0.174148272399749,24.1221010879485,-28.7510826567958,3.47,1.59,NA,NA,NA,88.8,2306,6.1,718105,645261,607732,643265,650333,516416,621563,650559,641658,680814,54.44,NA,NA,NA,NA,NA,NA,NA,51,2,Slider,3,2,3,2,2,3,3,2,Standard,Standard,127,0,-0.099
Sinker,2023-05-19,97.9,-2.27,6.01,"Schmitt, Casey",669477,645261,No event,swinging_strike,NA,NA,NA,NA,11,Casey Schmitt singles on a line drive to left fielder Bryan De La Cruz.   Mitch Haniger scores.    Mike Yastrzemski to 3rd.,R,R,Right,SF,MIA,Strike,NA,,0,0,2023,-1.55,0.53,-2.12,2.6,NA,571745,573262,2,6,Bot,NA,NA,NA,NA,607732,NA,NA,3.96387955069255,-142.497700397935,-4.91264589687615,-22.1045542124317,32.4078504545683,-24.0880997377959,3.47,1.59,NA,NA,NA,97.2,2200,5.9,718105,645261,607732,643265,650333,516416,621563,650559,641658,680814,54.63,NA,NA,NA,NA,NA,NA,NA,51,1,Sinker,3,2,3,2,2,3,3,2,Standard,Standard,234,0,-0.061
4-Seam,2023-05-19,98.1,-2.21,5.99,"Schmitt, Casey",669477,645261,Field out,hit_into_play,NA,NA,NA,NA,4,"Casey Schmitt grounds out, shortstop Joey Wendle to first baseman Garrett Cooper.",R,R,Right,SF,MIA,X,6,ground_ball,1,2,2023,-0.94,1.12,-0.65,2.6,NA,NA,NA,0,5,Bot,115.98,153.57,NA,NA,607732,NA,NA,6.37670723082699,-142.746451959946,-6.28164478896548,-14.3632435379085,31.8457530212799,-15.5374030048324,3.47,1.59,41,77.5,0,97.6,2222,5.9,718105,645261,607732,643265,650333,516416,621563,650559,641658,680814,54.56,0.123,0.111,0,1,0,0,2,35,4,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,229,-0.021,-0.174
Slider,2023-05-19,87.6,-2.18,6.04,"Schmitt, Casey",669477,645261,No event,swinging_strike,NA,NA,NA,NA,9,"Casey Schmitt grounds out, shortstop Joey Wendle to first baseman Garrett Cooper.",R,R,Right,SF,MIA,Strike,NA,,1,1,2023,0.1,0.19,0.5,1.55,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,607732,NA,NA,6.2143054406875,-127.416424547085,-5.04838128212211,-0.272013069040663,27.1066527076907,-29.1874710306876,3.47,1.59,NA,NA,NA,86.8,2304,5.9,718105,645261,607732,643265,650333,516416,621563,650559,641658,680814,54.63,NA,NA,NA,NA,NA,NA,NA,35,3,Slider,1,0,1,0,0,1,1,0,Standard,Standard,157,0,-0.052
Slider,2023-05-19,87.7,-2.11,6.05,"Schmitt, Casey",669477,645261,No event,ball,NA,NA,NA,NA,14,"Casey Schmitt grounds out, shortstop Joey Wendle to first baseman Garrett Cooper.",R,R,Right,SF,MIA,Ball,NA,,0,1,2023,0.11,0.08,1.12,1.47,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,607732,NA,NA,7.54231411371356,-127.584217369237,-5.13793032860851,-0.193855568992209,24.2488425418984,-30.5193953983422,3.15,1.5,NA,NA,NA,87.6,2338,6.1,718105,645261,607732,643265,650333,516416,621563,650559,641658,680814,54.44,NA,NA,NA,NA,NA,NA,NA,35,2,Slider,1,0,1,0,0,1,1,0,Standard,Standard,346,0,0.027
Slider,2023-05-19,86.5,-2.21,6.1,"Schmitt, Casey",669477,645261,No event,foul,NA,NA,NA,NA,2,"Casey Schmitt grounds out, shortstop Joey Wendle to first baseman Garrett Cooper.",R,R,Right,SF,MIA,Strike,NA,,0,0,2023,0.01,0.21,0.15,3.01,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,607732,NA,NA,5.55358518288633,-125.86448290892,-1.544126855828,-1.13257714809056,27.6322956440777,-29.8480290419156,3.47,1.59,18,70.8,-8,85.5,2364,5.8,718105,645261,607732,643265,650333,516416,621563,650559,641658,680814,54.66,NA,NA,NA,NA,NA,NA,NA,35,1,Slider,1,0,1,0,0,1,1,0,Standard,Standard,91,0,-0.038
4-Seam,2023-05-19,97.8,-2.07,6.1,"Schmitt, Casey",669477,645261,Strikeout,called_strike,NA,NA,NA,NA,3,Casey Schmitt called out on strikes.,R,R,Right,SF,MIA,Strike,2,,1,2,2023,-0.68,1.37,0.79,2.69,NA,NA,NA,0,3,Bot,NA,NA,NA,NA,607732,NA,NA,9.24808739925064,-141.969821175014,-6.79723191311176,-11.3068153333373,33.1029430902738,-12.2952473964838,3.12,1.56,NA,NA,NA,97.3,2265,6.2,718105,645261,607732,643265,650333,516416,621563,650559,641658,680814,54.33,NA,NA,0,1,0,0,NA,18,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,230,-0.025,-0.174
Sinker,2023-05-19,96.2,-2.28,6.06,"Schmitt, Casey",669477,645261,No event,swinging_strike,NA,NA,NA,NA,14,Casey Schmitt called out on strikes.,R,R,Right,SF,MIA,Strike,NA,,1,1,2023,-1.43,0.68,0.45,1.27,NA,NA,NA,0,3,Bot,NA,NA,NA,NA,607732,NA,NA,10.4301952641627,-139.548159850674,-8.59332553142385,-21.0196886592551,31.4832277119376,-21.3844871224269,3.47,1.59,NA,NA,NA,95.6,2275,6.1,718105,645261,607732,643265,650333,516416,621563,650559,641658,680814,54.36,NA,NA,NA,NA,NA,NA,NA,18,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,229,0,-0.052
Slider,2023-05-19,86.6,-2.27,6.12,"Schmitt, Casey",669477,645261,No event,called_strike,NA,NA,NA,NA,6,Casey Schmitt called out on strikes.,R,R,Right,SF,MIA,Strike,NA,,1,0,2023,0.12,0.34,0.38,2.21,NA,NA,NA,0,3,Bot,NA,NA,NA,NA,607732,NA,NA,6.05975336968726,-126.060591725651,-3.89031951129718,0.138483157808298,23.1870984282663,-27.9914171687122,3.09,1.33,7,NA,NA,86.6,2342,6.1,718105,645261,607732,643265,650333,516416,621563,650559,641658,680814,54.43,NA,NA,NA,NA,NA,NA,NA,18,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,94,0,-0.048
4-Seam,2023-05-19,95.7,-2.16,6.12,"Schmitt, Casey",669477,645261,No event,ball,NA,NA,NA,NA,12,Casey Schmitt called out on strikes.,R,R,Right,SF,MIA,Ball,NA,,0,0,2023,-0.66,1.28,1.76,2.62,NA,NA,NA,0,3,Bot,NA,NA,NA,NA,607732,NA,NA,11.7369900537516,-138.761677464084,-6.45647684020069,-11.0186868561224,29.5572794963053,-14.2943853497492,3.18,1.47,NA,NA,NA,95.1,2200,6,718105,645261,607732,643265,650333,516416,621563,650559,641658,680814,54.47,NA,NA,NA,NA,NA,NA,NA,18,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,234,0,0.037
Sinker,2023-05-19,94.8,-3.14,6.03,"Schmitt, Casey",669477,663773,Field out,hit_into_play,NA,NA,NA,NA,8,"Casey Schmitt grounds out, pitcher Bryan Hoeing to first baseman Garrett Cooper.",R,R,Right,SF,MIA,X,1,ground_ball,0,1,2023,-1.44,0.74,-0.04,1.55,NA,605204,573262,2,8,Bot,134.71,184.46,NA,NA,663743,NA,NA,11.3666442128453,-137.570376870674,-7.80629451889533,-20.6883912760192,26.2401199052902,-21.1988930791801,3.47,1.59,2,76.2,-36,95.8,1944,6.7,718105,663773,663743,643265,650333,516416,542932,650559,641658,680814,53.78,0.063,0.067,0,1,0,0,2,67,2,Sinker,4,3,4,3,3,4,4,3,Standard,Standard,233,-0.025,-0.412
4-Seam,2023-05-19,94.2,-2.95,6.08,"Schmitt, Casey",669477,663773,No event,called_strike,NA,NA,NA,NA,5,"Casey Schmitt grounds out, pitcher Bryan Hoeing to first baseman Garrett Cooper.",R,R,Right,SF,MIA,Strike,NA,,0,0,2023,-1.22,0.64,-0.15,2.57,NA,605204,573262,2,8,Bot,NA,NA,NA,NA,663743,NA,NA,10.0232768980663,-136.777011668449,-4.85833254307578,-17.4640847631689,29.335535372102,-23.2384761333556,3.18,1.53,NA,NA,NA,94.8,1937,6.7,718105,663773,663743,643265,650333,516416,542932,650559,641658,680814,53.81,NA,NA,NA,NA,NA,NA,NA,67,1,4-Seam Fastball,4,3,4,3,3,4,4,3,Standard,Standard,239,0,-0.061
4-Seam,2023-05-17,94,1.77,5.46,"Schmitt, Casey",669477,621381,Strikeout,swinging_strike,NA,NA,NA,NA,12,Casey Schmitt strikes out swinging.,R,R,Left,SF,PHI,Strike,2,,1,2,2023,1.24,1.45,0.34,4.06,NA,NA,NA,0,3,Bot,NA,NA,NA,NA,592663,NA,NA,-6.41618425761622,-136.754997069474,-1.10842829192426,16.9976467812586,30.3891276641196,-13.9512249746956,3.47,1.59,NA,NA,NA,93.5,2458,6,718143,621381,592663,665019,681082,664761,607208,656941,669016,592206,54.51,NA,NA,0,1,0,0,NA,25,4,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,129,-0.007,-0.174
Slider,2023-05-17,83,1.95,5.49,"Schmitt, Casey",669477,621381,No event,ball,NA,NA,NA,NA,13,Casey Schmitt strikes out swinging.,R,R,Left,SF,PHI,Ball,NA,,0,2,2023,-1.1,0.16,-0.18,0.6,NA,NA,NA,0,3,Bot,NA,NA,NA,NA,592663,NA,NA,-2.69321349721992,-120.814160517308,-4.99600763063837,-10.2176972740759,24.0365467242979,-29.8251915275639,3.18,1.5,NA,NA,NA,82.3,2710,5.8,718143,621381,592663,665019,681082,664761,607208,656941,669016,592206,54.68,NA,NA,NA,NA,NA,NA,NA,25,3,Slider,4,0,4,0,0,4,4,0,Standard,Standard,301,0,0.023
4-Seam,2023-05-17,93.8,1.87,5.47,"Schmitt, Casey",669477,621381,No event,foul,NA,NA,NA,NA,8,Casey Schmitt strikes out swinging.,R,R,Left,SF,PHI,Strike,NA,,0,1,2023,1.12,1.33,0.21,2.04,NA,NA,NA,0,3,Bot,NA,NA,NA,NA,592663,NA,NA,-6.76587368668557,-136.269952971439,-6.00704090340579,15.5118229149533,33.0351493854706,-14.4310460035192,3.47,1.59,167,76.3,69,93.2,2370,6.3,718143,621381,592663,665019,681082,664761,607208,656941,669016,592206,54.22,NA,NA,NA,NA,NA,NA,NA,25,2,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,135,0,-0.047
Slider,2023-05-17,81.4,1.88,5.68,"Schmitt, Casey",669477,621381,No event,called_strike,NA,NA,NA,NA,11,Casey Schmitt strikes out swinging.,R,R,Left,SF,PHI,Strike,NA,,0,0,2023,-1.08,0.08,-0.07,3.33,NA,NA,NA,0,3,Bot,NA,NA,NA,NA,592663,NA,NA,-2.29020539085543,-118.640597684513,1.09769033831993,-9.82743370755137,21.2397472668776,-31.7723036601249,3.12,1.46,NA,NA,NA,81.2,2748,5.9,718143,621381,592663,665019,681082,664761,607208,656941,669016,592206,54.55,NA,NA,NA,NA,NA,NA,NA,25,1,Slider,4,0,4,0,0,4,4,0,Standard,Standard,311,0,-0.038
Sinker,2023-05-17,94.5,-1.74,6.57,"Schmitt, Casey",669477,592836,Single,hit_into_play,NA,NA,NA,NA,5,Casey Schmitt singles on a fly ball to right fielder Nick Castellanos.   LaMonte Wade Jr.  scores.    Wilmer Flores scores.    Mike Yastrzemski to 3rd.,R,R,Right,SF,PHI,X,9,fly_ball,0,1,2023,-1.22,0.83,-0.11,2.18,664774,527038,573262,2,1,Bot,191.47,134.4,NA,NA,592663,NA,NA,6.9391135088424,-137.367963824731,-7.62718419459266,-16.9648371246311,26.7988903364201,-20.2705982477101,3.47,1.59,229,74.3,31,94.7,2009,6.2,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.3,0.449,0.426,0.9,1,1,0,3,10,2,Sinker,0,0,0,0,0,2,2,0,Standard,Standard,214,0.169,1.626
Splitter,2023-05-17,87.5,-1.91,6.55,"Schmitt, Casey",669477,592836,No event,called_strike,NA,NA,NA,NA,9,Casey Schmitt singles on a fly ball to right fielder Nick Castellanos.   LaMonte Wade Jr.  scores.    Wilmer Flores scores.    Mike Yastrzemski to 3rd.,R,R,Right,SF,PHI,Strike,NA,,0,0,2023,-0.9,0.07,0.47,1.57,664774,527038,573262,2,1,Bot,NA,NA,NA,NA,592663,NA,NA,7.51287929984771,-127.169560445034,-6.01488884986304,-11.2533524218888,23.4693561775417,-30.3994433183629,3.12,1.42,NA,NA,NA,87.1,1278,5.9,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.64,NA,NA,NA,NA,NA,NA,NA,10,1,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,232,0,-0.116
Sinker,2023-05-17,99.8,-2.06,5.37,"Schmitt, Casey",669477,622554,Field out,hit_into_play,NA,NA,NA,NA,14,"Casey Schmitt grounds out, shortstop Trea Turner to first baseman Alec Bohm.",R,R,Right,SF,PHI,X,6,ground_ball,0,1,2023,-1.23,0.93,0.08,1.22,NA,NA,NA,2,7,Bot,111.67,157,NA,NA,592663,NA,NA,8.785137816152,-144.91917159482,-8.25689920679779,-19.316764577559,31.0789178665519,-17.2842038246275,3.47,1.59,3,74.8,-18,100.4,2319,6.5,718143,622554,592663,664761,681082,543281,607208,656941,669016,592206,53.98,0.049,0.044,0,1,0,0,2,61,2,Sinker,4,4,4,4,4,4,4,4,Standard,Standard,210,-0.02,-0.088
Slider,2023-05-17,90.9,-1.84,5.6,"Schmitt, Casey",669477,622554,No event,called_strike,NA,NA,NA,NA,2,"Casey Schmitt grounds out, shortstop Trea Turner to first baseman Alec Bohm.",R,R,Right,SF,PHI,Strike,NA,,0,0,2023,0.32,0.36,0.07,3.11,NA,NA,NA,2,7,Bot,NA,NA,NA,NA,592663,NA,NA,4.10789704609359,-132.443493442685,-1.10915207822659,2.90509278848787,28.3369471589595,-27.9351308130579,3.1,1.42,NA,NA,NA,91.2,2330,6.4,718143,622554,592663,664761,681082,543281,607208,656941,669016,592206,54.08,NA,NA,NA,NA,NA,NA,NA,61,1,Slider,4,4,4,4,4,4,4,4,Standard,Standard,160,0,-0.018
Slider,2023-05-17,81.3,2.94,5.84,"Schmitt, Casey",669477,607755,Strikeout,swinging_strike,NA,NA,NA,NA,13,Casey Schmitt strikes out swinging.,R,R,Left,SF,PHI,Strike,2,,3,2,2023,-1.58,-0.46,-1.93,1.22,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,592663,NA,NA,-7.84745183016072,-118.141474439012,-2.82664261028466,-13.2395266052624,23.3036986287573,-36.1397752545979,3.47,1.59,NA,NA,NA,80.8,2779,6.1,718143,607755,592663,665019,681082,664761,607208,656941,669016,592206,54.36,NA,NA,0,1,0,0,NA,45,10,Slider,4,4,4,4,4,4,4,4,Standard,Standard,320,-0.029,-0.316
Slider,2023-05-17,81.2,2.86,5.9,"Schmitt, Casey",669477,607755,No event,foul,NA,NA,NA,NA,7,Casey Schmitt strikes out swinging.,R,R,Left,SF,PHI,Strike,NA,,3,2,2023,-1.54,-0.41,-0.7,1.71,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,592663,NA,NA,-4.98717456467263,-118.191425192758,-1.92049814390638,-13.2667974835101,24.6845919329992,-35.8306236321001,3.47,1.59,3,77.1,-31,80.5,2696,6,718143,607755,592663,665019,681082,664761,607208,656941,669016,592206,54.52,NA,NA,NA,NA,NA,NA,NA,45,9,Slider,4,4,4,4,4,4,4,4,Standard,Standard,316,0,0
Slider,2023-05-17,81.6,2.77,5.93,"Schmitt, Casey",669477,607755,No event,foul,NA,NA,NA,NA,11,Casey Schmitt strikes out swinging.,R,R,Left,SF,PHI,Strike,NA,,3,2,2023,-1.49,-0.25,-0.86,3.02,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,592663,NA,NA,-5.25825116289458,-118.779526034418,0.513865864424758,-13.0234589893032,23.3581457685686,-34.8739218582435,3.47,1.59,331,96,36,80.9,2740,5.9,718143,607755,592663,665019,681082,664761,607208,656941,669016,592206,54.62,NA,NA,NA,NA,NA,NA,NA,45,8,Slider,4,4,4,4,4,4,4,4,Standard,Standard,310,0,0
Slider,2023-05-17,82.3,2.95,5.9,"Schmitt, Casey",669477,607755,No event,ball,NA,NA,NA,NA,12,Casey Schmitt strikes out swinging.,R,R,Left,SF,PHI,Ball,NA,,2,2,2023,-1.82,-0.24,1.06,3.26,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,592663,NA,NA,-0.761232319828543,-119.706608964936,1.09935490308576,-17.1042885890618,26.655299671899,-34.9302312195141,3.15,1.53,NA,NA,NA,81.3,2711,6,718143,607755,592663,665019,681082,664761,607208,656941,669016,592206,54.5,NA,NA,NA,NA,NA,NA,NA,45,7,Slider,4,4,4,4,4,4,4,4,Standard,Standard,304,0,0.105
4-Seam,2023-05-17,89.5,2.5,6.36,"Schmitt, Casey",669477,607755,No event,ball,NA,NA,NA,NA,11,Casey Schmitt strikes out swinging.,R,R,Left,SF,PHI,Ball,NA,,1,2,2023,1.01,1.17,-0.46,4.16,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,592663,NA,NA,-9.39903016609554,-129.960743568678,-1.86793342923316,13.388570734456,27.6980864055869,-18.6778673037876,3.12,1.53,NA,NA,NA,89.2,2121,6.2,718143,607755,592663,665019,681082,664761,607208,656941,669016,592206,54.27,NA,NA,NA,NA,NA,NA,NA,45,6,4-Seam Fastball,4,4,4,4,4,4,4,4,Standard,Standard,128,0,0.037
Slider,2023-05-17,81.7,2.85,5.93,"Schmitt, Casey",669477,607755,No event,foul,NA,NA,NA,NA,5,Casey Schmitt strikes out swinging.,R,R,Left,SF,PHI,Strike,NA,,1,2,2023,-1.06,-0.43,-0.06,2.41,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,592663,NA,NA,-4.48765396077774,-118.92517660175,-0.523559787997458,-9.18443177167758,23.1602569800317,-36.3782547189129,3.47,1.59,13,94.5,-10,81.3,2595,6,718143,607755,592663,665019,681082,664761,607208,656941,669016,592206,54.48,NA,NA,NA,NA,NA,NA,NA,45,5,Slider,4,4,4,4,4,4,4,4,Standard,Standard,314,0,0
Slider,2023-05-17,80.2,2.86,5.96,"Schmitt, Casey",669477,607755,No event,foul,NA,NA,NA,NA,5,Casey Schmitt strikes out swinging.,R,R,Left,SF,PHI,Strike,NA,,1,2,2023,-1.21,-0.33,0.11,2.39,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,592663,NA,NA,-3.76112968752836,-116.799493067863,-0.557807444266577,-10.3339317889154,23.0033802603877,-35.3220154051445,3.47,1.59,10,77.4,-14,79.6,2699,6,718143,607755,592663,665019,681082,664761,607208,656941,669016,592206,54.55,NA,NA,NA,NA,NA,NA,NA,45,4,Slider,4,4,4,4,4,4,4,4,Standard,Standard,319,0,0
Slider,2023-05-17,80.7,2.78,5.97,"Schmitt, Casey",669477,607755,No event,called_strike,NA,NA,NA,NA,5,Casey Schmitt strikes out swinging.,R,R,Left,SF,PHI,Strike,NA,,1,1,2023,-1.28,-0.24,0.08,2.57,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,592663,NA,NA,-3.55151954627922,-117.408298786409,-0.397461284294043,-11.0806133249176,23.9771612292836,-34.5360744874982,3.24,1.53,NA,NA,NA,80,2604,6,718143,607755,592663,665019,681082,664761,607208,656941,669016,592206,54.53,NA,NA,NA,NA,NA,NA,NA,45,3,Slider,4,4,4,4,4,4,4,4,Standard,Standard,318,0,-0.052
Slider,2023-05-17,80.7,2.78,5.99,"Schmitt, Casey",669477,607755,No event,called_strike,NA,NA,NA,NA,12,Casey Schmitt strikes out swinging.,R,R,Left,SF,PHI,Strike,NA,,1,0,2023,-1.11,-0.1,0.21,3.53,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,592663,NA,NA,-3.59068380487126,-117.438600638233,1.38727612894143,-9.58658324607733,22.9834420541945,-33.6077807957857,3.19,1.57,NA,NA,NA,80.1,2627,6,718143,607755,592663,665019,681082,664761,607208,656941,669016,592206,54.53,NA,NA,NA,NA,NA,NA,NA,45,2,Slider,4,4,4,4,4,4,4,4,Standard,Standard,322,0,-0.048
Slider,2023-05-17,79.4,2.89,5.95,"Schmitt, Casey",669477,607755,No event,ball,NA,NA,NA,NA,12,Casey Schmitt strikes out swinging.,R,R,Left,SF,PHI,Ball,NA,,0,0,2023,-1.14,-0.25,2.07,3.39,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,592663,NA,NA,0.325478013893594,-115.781462059593,1.50485921546388,-10.3636604210062,19.3067846221402,-34.8537264634997,3.24,1.59,NA,NA,NA,79.4,2480,5.9,718143,607755,592663,665019,681082,664761,607208,656941,669016,592206,54.59,NA,NA,NA,NA,NA,NA,NA,45,1,Slider,4,4,4,4,4,4,4,4,Standard,Standard,300,0,0.037
